Requirement Index,Requirement,Token,Head,Dependency Label,POS,Head POS
6,"The user should be able to filter which experiences they can see on the map of Copenhagen, based on the following labels: CHILD FRIENDLY, ROMANTIC, POPULAR, UNIQUE, LOCAL, ACTIVE, CULTURE, NATURE, HISTORIC.",POPULAR,ROMANTIC,conj,PROPN,PROPN
6,"The user should be able to filter which experiences they can see on the map of Copenhagen, based on the following labels: CHILD FRIENDLY, ROMANTIC, POPULAR, UNIQUE, LOCAL, ACTIVE, CULTURE, NATURE, HISTORIC.",",",POPULAR,punct,PUNCT,PROPN
6,"The user should be able to filter which experiences they can see on the map of Copenhagen, based on the following labels: CHILD FRIENDLY, ROMANTIC, POPULAR, UNIQUE, LOCAL, ACTIVE, CULTURE, NATURE, HISTORIC.",UNIQUE,POPULAR,conj,PROPN,PROPN
6,"The user should be able to filter which experiences they can see on the map of Copenhagen, based on the following labels: CHILD FRIENDLY, ROMANTIC, POPULAR, UNIQUE, LOCAL, ACTIVE, CULTURE, NATURE, HISTORIC.",",",UNIQUE,punct,PUNCT,PROPN
6,"The user should be able to filter which experiences they can see on the map of Copenhagen, based on the following labels: CHILD FRIENDLY, ROMANTIC, POPULAR, UNIQUE, LOCAL, ACTIVE, CULTURE, NATURE, HISTORIC.",LOCAL,UNIQUE,conj,PROPN,PROPN
6,"The user should be able to filter which experiences they can see on the map of Copenhagen, based on the following labels: CHILD FRIENDLY, ROMANTIC, POPULAR, UNIQUE, LOCAL, ACTIVE, CULTURE, NATURE, HISTORIC.",",",LOCAL,punct,PUNCT,PROPN
6,"The user should be able to filter which experiences they can see on the map of Copenhagen, based on the following labels: CHILD FRIENDLY, ROMANTIC, POPULAR, UNIQUE, LOCAL, ACTIVE, CULTURE, NATURE, HISTORIC.",ACTIVE,LOCAL,conj,PROPN,PROPN
6,"The user should be able to filter which experiences they can see on the map of Copenhagen, based on the following labels: CHILD FRIENDLY, ROMANTIC, POPULAR, UNIQUE, LOCAL, ACTIVE, CULTURE, NATURE, HISTORIC.",",",ACTIVE,punct,PUNCT,PROPN
6,"The user should be able to filter which experiences they can see on the map of Copenhagen, based on the following labels: CHILD FRIENDLY, ROMANTIC, POPULAR, UNIQUE, LOCAL, ACTIVE, CULTURE, NATURE, HISTORIC.",CULTURE,ACTIVE,conj,PROPN,PROPN
6,"The user should be able to filter which experiences they can see on the map of Copenhagen, based on the following labels: CHILD FRIENDLY, ROMANTIC, POPULAR, UNIQUE, LOCAL, ACTIVE, CULTURE, NATURE, HISTORIC.",",",CULTURE,punct,PUNCT,PROPN
6,"The user should be able to filter which experiences they can see on the map of Copenhagen, based on the following labels: CHILD FRIENDLY, ROMANTIC, POPULAR, UNIQUE, LOCAL, ACTIVE, CULTURE, NATURE, HISTORIC.",NATURE,CULTURE,conj,PROPN,PROPN
6,"The user should be able to filter which experiences they can see on the map of Copenhagen, based on the following labels: CHILD FRIENDLY, ROMANTIC, POPULAR, UNIQUE, LOCAL, ACTIVE, CULTURE, NATURE, HISTORIC.",",",NATURE,punct,PUNCT,PROPN
6,"The user should be able to filter which experiences they can see on the map of Copenhagen, based on the following labels: CHILD FRIENDLY, ROMANTIC, POPULAR, UNIQUE, LOCAL, ACTIVE, CULTURE, NATURE, HISTORIC.",HISTORIC,NATURE,appos,PROPN,PROPN
6,"The user should be able to filter which experiences they can see on the map of Copenhagen, based on the following labels: CHILD FRIENDLY, ROMANTIC, POPULAR, UNIQUE, LOCAL, ACTIVE, CULTURE, NATURE, HISTORIC.",.,be,punct,PUNCT,AUX
7,"The user should be able to edit the itinerary, add their own experiences, and delete or move recommended experiences.",The,user,det,DET,NOUN
7,"The user should be able to edit the itinerary, add their own experiences, and delete or move recommended experiences.",user,be,nsubj,NOUN,AUX
7,"The user should be able to edit the itinerary, add their own experiences, and delete or move recommended experiences.",should,be,aux,AUX,AUX
7,"The user should be able to edit the itinerary, add their own experiences, and delete or move recommended experiences.",be,be,ROOT,AUX,AUX
7,"The user should be able to edit the itinerary, add their own experiences, and delete or move recommended experiences.",able,be,acomp,ADJ,AUX
7,"The user should be able to edit the itinerary, add their own experiences, and delete or move recommended experiences.",to,edit,aux,PART,VERB
7,"The user should be able to edit the itinerary, add their own experiences, and delete or move recommended experiences.",edit,able,xcomp,VERB,ADJ
7,"The user should be able to edit the itinerary, add their own experiences, and delete or move recommended experiences.",the,itinerary,det,DET,NOUN
7,"The user should be able to edit the itinerary, add their own experiences, and delete or move recommended experiences.",itinerary,edit,dobj,NOUN,VERB
7,"The user should be able to edit the itinerary, add their own experiences, and delete or move recommended experiences.",",",be,punct,PUNCT,AUX
7,"The user should be able to edit the itinerary, add their own experiences, and delete or move recommended experiences.",add,be,conj,VERB,AUX
7,"The user should be able to edit the itinerary, add their own experiences, and delete or move recommended experiences.",their,experiences,poss,PRON,NOUN
7,"The user should be able to edit the itinerary, add their own experiences, and delete or move recommended experiences.",own,experiences,amod,ADJ,NOUN
7,"The user should be able to edit the itinerary, add their own experiences, and delete or move recommended experiences.",experiences,add,dobj,NOUN,VERB
7,"The user should be able to edit the itinerary, add their own experiences, and delete or move recommended experiences.",",",add,punct,PUNCT,VERB
7,"The user should be able to edit the itinerary, add their own experiences, and delete or move recommended experiences.",and,add,cc,CCONJ,VERB
7,"The user should be able to edit the itinerary, add their own experiences, and delete or move recommended experiences.",delete,add,conj,ADJ,VERB
7,"The user should be able to edit the itinerary, add their own experiences, and delete or move recommended experiences.",or,delete,cc,CCONJ,ADJ
7,"The user should be able to edit the itinerary, add their own experiences, and delete or move recommended experiences.",move,delete,conj,VERB,ADJ
7,"The user should be able to edit the itinerary, add their own experiences, and delete or move recommended experiences.",recommended,experiences,amod,VERB,NOUN
7,"The user should be able to edit the itinerary, add their own experiences, and delete or move recommended experiences.",experiences,move,dobj,NOUN,VERB
7,"The user should be able to edit the itinerary, add their own experiences, and delete or move recommended experiences.",.,be,punct,PUNCT,AUX
8,The user should be able to access all services without a user profile.,The,user,det,DET,NOUN
8,The user should be able to access all services without a user profile.,user,be,nsubj,NOUN,AUX
8,The user should be able to access all services without a user profile.,should,be,aux,AUX,AUX
8,The user should be able to access all services without a user profile.,be,be,ROOT,AUX,AUX
8,The user should be able to access all services without a user profile.,able,be,acomp,ADJ,AUX
8,The user should be able to access all services without a user profile.,to,access,aux,PART,VERB
8,The user should be able to access all services without a user profile.,access,able,xcomp,VERB,ADJ
8,The user should be able to access all services without a user profile.,all,services,det,DET,NOUN
8,The user should be able to access all services without a user profile.,services,access,dobj,NOUN,VERB
8,The user should be able to access all services without a user profile.,without,access,prep,ADP,VERB
8,The user should be able to access all services without a user profile.,a,profile,det,DET,NOUN
8,The user should be able to access all services without a user profile.,user,profile,compound,NOUN,NOUN
8,The user should be able to access all services without a user profile.,profile,without,pobj,NOUN,ADP
8,The user should be able to access all services without a user profile.,.,be,punct,PUNCT,AUX
9,"The user should be able to add their own experience, with location, perceived price range, pictures and text.",The,user,det,DET,NOUN
9,"The user should be able to add their own experience, with location, perceived price range, pictures and text.",user,be,nsubj,NOUN,AUX
9,"The user should be able to add their own experience, with location, perceived price range, pictures and text.",should,be,aux,AUX,AUX
9,"The user should be able to add their own experience, with location, perceived price range, pictures and text.",be,be,ROOT,AUX,AUX
9,"The user should be able to add their own experience, with location, perceived price range, pictures and text.",able,be,acomp,ADJ,AUX
9,"The user should be able to add their own experience, with location, perceived price range, pictures and text.",to,add,aux,PART,VERB
